дата,дата_время,тип_оплаты,карта,сумма,название_кофе
2026-07-01,2026-07-01 18:56:51.844,карта,ANON-0000-0000-0338,37.72,Капучино
2026-07-01,2026-07-01 18:57:54.267,карта,ANON-0000-0000-0339,37.72,Капучино
2026-07-02,2026-07-02 10:42:54.057,карта,ANON-0000-0000-0304,32.82,Американо с молоком
2026-07-02,2026-07-02 10:45:00.617,карта,ANON-0000-0000-0304,27.92,Американо
2026-07-02,2026-07-02 12:48:05.181,карта,ANON-0000-0000-0019,37.72,Латте
2026-07-02,2026-07-02 14:03:13.231,карта,ANON-0000-0000-0340,27.92,Американо
2026-07-02,2026-07-02 16:31:24.337,карта,ANON-0000-0000-0341,32.82,Американо с молоком
2026-07-02,2026-07-02 22:02:23.576,карта,ANON-0000-0000-0329,32.82,Американо с молоком
2026-07-03,2026-07-03 13:51:14.935,карта,ANON-0000-0000-0012,32.82,Американо с молоком
2026-07-03,2026-07-03 16:01:16.554,карта,ANON-0000-0000-0342,37.72,Капучино
2026-07-03,2026-07-03 16:50:25.223,карта,ANON-0000-0000-0343,37.72,Капучино
2026-07-03,2026-07-03 16:53:15.618,карта,ANON-0000-0000-0270,32.82,Американо с молоком
2026-07-03,2026-07-03 16:54:22.907,карта,ANON-0000-0000-0344,32.82,Американо с молоком
2026-07-03,2026-07-03 16:55:31.423,карта,ANON-0000-0000-0270,37.72,Латте
2026-07-03,2026-07-03 16:59:25.580,карта,ANON-0000-0000-0345,23.02,Эспрессо
2026-07-03,2026-07-03 17:59:01.827,карта,ANON-0000-0000-0346,37.72,Капучино
2026-07-03,2026-07-03 19:06:09.136,карта,ANON-0000-0000-0009,37.72,Латте
2026-07-04,2026-07-04 10:26:23.725,карта,ANON-0000-0000-0143,32.82,Американо с молоком
2026-07-04,2026-07-04 10:27:30.261,карта,ANON-0000-0000-0012,27.92,Американо
2026-07-05,2026-07-05 12:20:28.670,карта,ANON-0000-0000-0058,37.72,Какао
2026-07-05,2026-07-05 13:43:43.134,карта,ANON-0000-0000-0040,32.82,Американо с молоком
2026-07-05,2026-07-05 13:44:43.829,карта,ANON-0000-0000-0347,32.82,Американо с молоком
2026-07-05,2026-07-05 18:55:56.308,карта,ANON-0000-0000-0348,23.02,Эспрессо
2026-07-05,2026-07-05 19:55:07.812,карта,ANON-0000-0000-0099,27.92,Американо
2026-07-05,2026-07-05 22:11:56.471,карта,ANON-0000-0000-0349,23.02,Эспрессо
2026-07-05,2026-07-05 22:18:03.324,карта,ANON-0000-0000-0350,27.92,Американо
2026-07-05,2026-07-05 22:18:56.945,карта,ANON-0000-0000-0350,27.92,Американо
2026-07-05,2026-07-05 22:20:01.149,карта,ANON-0000-0000-0351,37.72,Капучино
2026-07-05,2026-07-05 22:21:09.457,карта,ANON-0000-0000-0351,32.82,Американо с молоком
2026-07-06,2026-07-06 10:28:06.826,карта,ANON-0000-0000-0352,37.72,Латте
2026-07-06,2026-07-06 17:15:46.042,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-06,2026-07-06 17:17:01.046,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-06,2026-07-06 19:09:46.107,карта,ANON-0000-0000-0012,32.82,Латте
2026-07-06,2026-07-06 19:10:39.580,карта,ANON-0000-0000-0012,27.92,Американо с молоком
2026-07-07,2026-07-07 09:04:20.169,карта,ANON-0000-0000-0303,32.82,Капучино
2026-07-07,2026-07-07 09:14:29.225,карта,ANON-0000-0000-0353,27.92,Американо с молоком
2026-07-07,2026-07-07 09:15:36.815,карта,ANON-0000-0000-0353,27.92,Американо с молоком
2026-07-07,2026-07-07 09:28:48.876,карта,ANON-0000-0000-0354,32.82,Капучино
2026-07-07,2026-07-07 09:29:56.189,карта,ANON-0000-0000-0354,32.82,Капучино
2026-07-07,2026-07-07 14:56:30.193,карта,ANON-0000-0000-0355,32.82,Горячий шоколад
2026-07-07,2026-07-07 14:57:47.411,карта,ANON-0000-0000-0355,32.82,Какао
2026-07-07,2026-07-07 17:07:50.284,карта,ANON-0000-0000-0356,32.82,Латте
2026-07-07,2026-07-07 19:33:27.187,карта,ANON-0000-0000-0357,32.82,Капучино
2026-07-07,2026-07-07 20:01:31.653,карта,ANON-0000-0000-0358,32.82,Горячий шоколад
2026-07-07,2026-07-07 22:33:36.255,карта,ANON-0000-0000-0359,27.92,Американо с молоком
2026-07-08,2026-07-08 07:33:07.724,карта,ANON-0000-0000-0360,32.82,Латте
2026-07-08,2026-07-08 12:02:50.421,карта,ANON-0000-0000-0361,23.02,Американо
2026-07-08,2026-07-08 14:40:24.350,карта,ANON-0000-0000-0362,23.02,Американо
2026-07-08,2026-07-08 19:30:34.976,карта,ANON-0000-0000-0363,27.92,Американо с молоком
2026-07-08,2026-07-08 22:14:46.180,карта,ANON-0000-0000-0019,32.82,Латте
2026-07-09,2026-07-09 10:26:52.138,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-07-09,2026-07-09 10:40:28.767,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-07-09,2026-07-09 11:21:36.103,карта,ANON-0000-0000-0194,27.92,Американо с молоком
2026-07-09,2026-07-09 11:22:49.904,карта,ANON-0000-0000-0194,32.82,Капучино
2026-07-09,2026-07-09 16:42:59.535,карта,ANON-0000-0000-0364,27.92,Американо с молоком
2026-07-10,2026-07-10 11:10:41.690,карта,ANON-0000-0000-0365,23.02,Американо
2026-07-10,2026-07-10 12:28:53.659,карта,ANON-0000-0000-0366,27.92,Американо с молоком
2026-07-10,2026-07-10 22:13:10.049,карта,ANON-0000-0000-0328,32.82,Латте
2026-07-11,2026-07-11 11:27:27.562,карта,ANON-0000-0000-0367,32.82,Горячий шоколад
2026-07-11,2026-07-11 16:48:18.709,карта,ANON-0000-0000-0368,27.92,Американо с молоком
2026-07-11,2026-07-11 22:22:13.648,карта,ANON-0000-0000-0369,32.82,Латте
2026-07-11,2026-07-11 22:30:58.541,карта,ANON-0000-0000-0370,23.02,Американо
2026-07-12,2026-07-12 08:03:17.492,карта,ANON-0000-0000-0371,23.02,Кортадо
2026-07-12,2026-07-12 11:48:33.381,карта,ANON-0000-0000-0372,32.82,Горячий шоколад
2026-07-12,2026-07-12 22:33:25.589,карта,ANON-0000-0000-0178,32.82,Горячий шоколад
2026-07-12,2026-07-12 22:34:14.307,карта,ANON-0000-0000-0177,32.82,Горячий шоколад
2026-07-12,2026-07-12 22:35:29.518,карта,ANON-0000-0000-0179,32.82,Горячий шоколад
2026-07-13,2026-07-13 10:38:10.273,карта,ANON-0000-0000-0365,32.82,Латте
2026-07-13,2026-07-13 11:41:38.089,карта,ANON-0000-0000-0365,32.82,Латте
2026-07-14,2026-07-14 10:54:24.307,карта,ANON-0000-0000-0373,23.02,Американо
2026-07-14,2026-07-14 10:55:30.525,карта,ANON-0000-0000-0373,27.92,Американо с молоком
2026-07-14,2026-07-14 10:56:30.251,карта,ANON-0000-0000-0373,32.82,Капучино
2026-07-14,2026-07-14 10:57:54.062,карта,ANON-0000-0000-0374,32.82,Латте
2026-07-14,2026-07-14 11:02:11.798,карта,ANON-0000-0000-0375,23.02,Американо
2026-07-14,2026-07-14 22:31:29.976,карта,ANON-0000-0000-0376,32.82,Латте
2026-07-15,2026-07-15 07:33:05.557,карта,ANON-0000-0000-0377,32.82,Капучино
2026-07-16,2026-07-16 12:23:37.467,карта,ANON-0000-0000-0378,27.92,Американо с молоком
2026-07-16,2026-07-16 19:29:25.485,карта,ANON-0000-0000-0367,32.82,Горячий шоколад
2026-07-17,2026-07-17 13:04:59.744,карта,ANON-0000-0000-0379,27.92,Американо с молоком
2026-07-18,2026-07-18 11:10:13.393,карта,ANON-0000-0000-0380,27.92,Американо с молоком
2026-07-18,2026-07-18 11:11:23.434,карта,ANON-0000-0000-0381,18.12,Эспрессо
2026-07-18,2026-07-18 11:32:59.624,карта,ANON-0000-0000-0059,23.02,Американо
2026-07-18,2026-07-18 11:34:48.437,карта,ANON-0000-0000-0059,23.02,Американо
2026-07-18,2026-07-18 11:35:51.505,карта,ANON-0000-0000-0059,23.02,Кортадо
2026-07-18,2026-07-18 13:23:33.812,карта,ANON-0000-0000-0375,32.82,Латте
2026-07-18,2026-07-18 18:18:23.378,карта,ANON-0000-0000-0382,32.82,Капучино
2026-07-18,2026-07-18 19:30:50.562,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-18,2026-07-18 21:19:41.814,карта,ANON-0000-0000-0383,32.82,Горячий шоколад
2026-07-18,2026-07-18 21:21:59.855,карта,ANON-0000-0000-0383,32.82,Латте
2026-07-18,2026-07-18 21:46:18.674,карта,ANON-0000-0000-0384,32.82,Латте
2026-07-19,2026-07-19 11:03:02.341,карта,ANON-0000-0000-0375,23.02,Американо
2026-07-19,2026-07-19 11:16:20.509,карта,ANON-0000-0000-0385,27.92,Американо с молоком
2026-07-19,2026-07-19 12:58:37.561,карта,ANON-0000-0000-0386,32.82,Латте
2026-07-19,2026-07-19 12:59:55.383,карта,ANON-0000-0000-0386,27.92,Американо с молоком
2026-07-19,2026-07-19 14:09:20.716,карта,ANON-0000-0000-0384,32.82,Латте
2026-07-19,2026-07-19 14:11:22.105,карта,ANON-0000-0000-0384,32.82,Какао
2026-07-19,2026-07-19 16:36:19.272,карта,ANON-0000-0000-0384,32.82,Латте
2026-07-19,2026-07-19 16:37:35.808,карта,ANON-0000-0000-0384,32.82,Латте
2026-07-20,2026-07-20 08:05:44.469,карта,ANON-0000-0000-0387,23.02,Американо
2026-07-20,2026-07-20 08:06:48.685,карта,ANON-0000-0000-0387,32.82,Латте
2026-07-20,2026-07-20 08:07:51.433,карта,ANON-0000-0000-0387,23.02,Американо
2026-07-20,2026-07-20 09:00:53.605,карта,ANON-0000-0000-0388,32.82,Латте
2026-07-20,2026-07-20 09:02:27.848,карта,ANON-0000-0000-0389,32.82,Латте
2026-07-20,2026-07-20 10:39:21.044,карта,ANON-0000-0000-0390,23.02,Американо
2026-07-20,2026-07-20 15:15:09.221,карта,ANON-0000-0000-0391,32.82,Латте
2026-07-21,2026-07-21 10:30:55.818,карта,ANON-0000-0000-0367,32.82,Какао
2026-07-21,2026-07-21 11:39:28.776,карта,ANON-0000-0000-0392,32.82,Капучино
2026-07-21,2026-07-21 13:34:30.849,карта,ANON-0000-0000-0393,23.02,Кортадо
2026-07-21,2026-07-21 13:42:31.444,карта,ANON-0000-0000-0394,32.82,Латте
2026-07-22,2026-07-22 08:13:23.147,карта,ANON-0000-0000-0375,23.02,Американо
2026-07-22,2026-07-22 08:40:49.554,карта,ANON-0000-0000-0395,23.02,Американо
2026-07-22,2026-07-22 10:15:37.266,карта,ANON-0000-0000-0385,27.92,Американо с молоком
2026-07-22,2026-07-22 16:44:37.593,карта,ANON-0000-0000-0396,32.82,Латте
2026-07-23,2026-07-23 08:12:56.229,карта,ANON-0000-0000-0197,32.82,Латте
2026-07-23,2026-07-23 08:40:18.981,карта,ANON-0000-0000-0395,23.02,Американо
2026-07-23,2026-07-23 08:44:53.816,карта,ANON-0000-0000-0397,27.92,Американо с молоком
2026-07-23,2026-07-23 08:49:25.107,карта,ANON-0000-0000-0398,32.82,Какао
2026-07-23,2026-07-23 08:51:10.365,карта,ANON-0000-0000-0399,32.82,Латте
2026-07-23,2026-07-23 09:01:45.707,карта,ANON-0000-0000-0375,23.02,Американо
2026-07-23,2026-07-23 10:03:36.492,карта,ANON-0000-0000-0400,27.92,Американо с молоком
2026-07-23,2026-07-23 15:20:04.971,карта,ANON-0000-0000-0401,27.92,Американо с молоком
2026-07-23,2026-07-23 15:21:01.280,карта,ANON-0000-0000-0401,32.82,Латте
2026-07-23,2026-07-23 21:01:40.612,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-23,2026-07-23 21:23:13.501,карта,ANON-0000-0000-0012,23.02,Американо
2026-07-23,2026-07-23 21:24:22.609,карта,ANON-0000-0000-0012,23.02,Американо
2026-07-24,2026-07-24 09:16:09.814,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-07-24,2026-07-24 09:38:55.007,карта,ANON-0000-0000-0385,27.92,Американо с молоком
2026-07-24,2026-07-24 09:54:37.456,карта,ANON-0000-0000-0402,18.12,Эспрессо
2026-07-24,2026-07-24 11:43:53.121,карта,ANON-0000-0000-0379,32.82,Капучино
2026-07-24,2026-07-24 13:55:13.821,карта,ANON-0000-0000-0399,32.82,Латте
2026-07-24,2026-07-24 14:45:49.766,карта,ANON-0000-0000-0012,18.12,Эспрессо
2026-07-24,2026-07-24 15:18:30.522,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-24,2026-07-24 19:15:05.678,карта,ANON-0000-0000-0205,32.82,Капучино
2026-07-24,2026-07-24 19:16:59.779,карта,ANON-0000-0000-0205,32.82,Капучино
2026-07-24,2026-07-24 21:17:36.797,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-07-24,2026-07-24 21:18:41.294,карта,ANON-0000-0000-0040,23.02,Американо
2026-07-24,2026-07-24 21:25:17.493,карта,ANON-0000-0000-0012,23.02,Американо
2026-07-25,2026-07-25 07:54:47.935,карта,ANON-0000-0000-0012,23.02,Американо
2026-07-25,2026-07-25 08:49:18.428,карта,ANON-0000-0000-0399,32.82,Латте
2026-07-25,2026-07-25 10:29:44.629,карта,ANON-0000-0000-0385,27.92,Американо с молоком
2026-07-25,2026-07-25 11:26:04.701,карта,ANON-0000-0000-0375,23.02,Американо
2026-07-25,2026-07-25 15:25:06.512,карта,ANON-0000-0000-0403,32.82,Капучино
2026-07-25,2026-07-25 19:21:00.764,карта,ANON-0000-0000-0257,32.82,Капучино
2026-07-25,2026-07-25 21:06:01.272,карта,ANON-0000-0000-0404,23.02,Кортадо
2026-07-25,2026-07-25 21:06:50.002,карта,ANON-0000-0000-0404,18.12,Эспрессо
2026-07-25,2026-07-25 22:38:51.330,карта,ANON-0000-0000-0328,23.02,Кортадо
2026-07-25,2026-07-25 22:39:46.790,карта,ANON-0000-0000-0405,32.82,Какао
2026-07-26,2026-07-26 08:33:01.273,карта,ANON-0000-0000-0406,32.82,Латте
2026-07-26,2026-07-26 09:19:37.376,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-07-26,2026-07-26 09:20:34.344,карта,ANON-0000-0000-0059,18.12,Эспрессо
2026-07-26,2026-07-26 09:33:11.511,карта,ANON-0000-0000-0407,23.02,Кортадо
2026-07-26,2026-07-26 09:34:16.633,карта,ANON-0000-0000-0407,23.02,Кортадо
2026-07-26,2026-07-26 09:59:07.867,карта,ANON-0000-0000-0408,32.82,Латте
2026-07-26,2026-07-26 10:00:02.719,карта,ANON-0000-0000-0408,32.82,Латте
2026-07-26,2026-07-26 11:47:13.855,карта,ANON-0000-0000-0385,27.92,Американо с молоком
2026-07-26,2026-07-26 12:07:01.670,карта,ANON-0000-0000-0379,27.92,Американо с молоком
2026-07-26,2026-07-26 12:28:08.044,карта,ANON-0000-0000-0339,32.82,Капучино
2026-07-26,2026-07-26 12:29:17.708,карта,ANON-0000-0000-0339,32.82,Капучино
2026-07-26,2026-07-26 13:09:56.138,карта,ANON-0000-0000-0409,32.82,Латте
2026-07-26,2026-07-26 17:23:29.347,карта,ANON-0000-0000-0410,23.02,Американо
2026-07-26,2026-07-26 17:58:29.217,карта,ANON-0000-0000-0411,32.82,Капучино
2026-07-26,2026-07-26 21:15:09.612,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-26,2026-07-26 22:49:52.318,карта,ANON-0000-0000-0412,27.92,Американо с молоком
2026-07-27,2026-07-27 09:09:16.457,карта,ANON-0000-0000-0097,32.82,Капучино
2026-07-27,2026-07-27 11:55:31.381,карта,ANON-0000-0000-0413,27.92,Американо с молоком
2026-07-27,2026-07-27 12:25:10.115,карта,ANON-0000-0000-0059,27.92,Американо с молоком
2026-07-27,2026-07-27 12:26:13.159,карта,ANON-0000-0000-0040,18.12,Эспрессо
2026-07-27,2026-07-27 12:33:23.070,карта,ANON-0000-0000-0059,27.92,Американо с молоком
2026-07-27,2026-07-27 14:28:41.904,карта,ANON-0000-0000-0225,18.12,Эспрессо
2026-07-27,2026-07-27 14:51:53.196,карта,ANON-0000-0000-0077,32.82,Латте
2026-07-27,2026-07-27 17:02:33.358,карта,ANON-0000-0000-0414,32.82,Капучино
2026-07-27,2026-07-27 17:03:39.112,карта,ANON-0000-0000-0415,32.82,Капучино
2026-07-27,2026-07-27 17:09:00.424,карта,ANON-0000-0000-0416,27.92,Американо с молоком
2026-07-27,2026-07-27 17:10:08.074,карта,ANON-0000-0000-0416,27.92,Американо с молоком
2026-07-27,2026-07-27 20:55:20.175,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-27,2026-07-27 22:56:23.915,карта,ANON-0000-0000-0417,32.82,Капучино
2026-07-28,2026-07-28 11:07:25.920,карта,ANON-0000-0000-0012,18.12,Эспрессо
2026-07-28,2026-07-28 14:17:54.205,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-07-28,2026-07-28 14:18:52.196,карта,ANON-0000-0000-0276,32.82,Латте
2026-07-29,2026-07-29 08:12:06.406,карта,ANON-0000-0000-0418,32.82,Латте
2026-07-29,2026-07-29 09:04:47.972,карта,ANON-0000-0000-0012,23.02,Американо
2026-07-29,2026-07-29 09:15:46.155,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-07-29,2026-07-29 09:19:44.082,карта,ANON-0000-0000-0003,23.02,Американо
2026-07-29,2026-07-29 09:51:24.747,карта,ANON-0000-0000-0419,27.92,Американо с молоком
2026-07-29,2026-07-29 09:58:29.639,карта,ANON-0000-0000-0420,32.82,Капучино
2026-07-29,2026-07-29 10:43:43.961,карта,ANON-0000-0000-0421,32.82,Горячий шоколад
2026-07-29,2026-07-29 10:44:55.846,карта,ANON-0000-0000-0421,32.82,Горячий шоколад
2026-07-29,2026-07-29 19:06:31.131,карта,ANON-0000-0000-0422,32.82,Капучино
2026-07-29,2026-07-29 19:30:16.319,карта,ANON-0000-0000-0099,23.02,Американо
2026-07-29,2026-07-29 21:57:34.419,карта,ANON-0000-0000-0328,32.82,Какао
2026-07-30,2026-07-30 07:41:10.945,карта,ANON-0000-0000-0423,27.92,Американо с молоком
2026-07-30,2026-07-30 08:05:07.216,карта,ANON-0000-0000-0424,23.02,Кортадо
2026-07-30,2026-07-30 08:20:51.115,карта,ANON-0000-0000-0425,32.82,Капучино
2026-07-30,2026-07-30 09:13:43.217,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-07-30,2026-07-30 10:17:11.147,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-07-30,2026-07-30 10:19:34.213,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-07-30,2026-07-30 10:23:20.120,карта,ANON-0000-0000-0250,32.82,Латте
2026-07-30,2026-07-30 11:12:07.359,карта,ANON-0000-0000-0426,23.02,Американо
2026-07-30,2026-07-30 11:13:16.218,карта,ANON-0000-0000-0426,18.12,Эспрессо
2026-07-30,2026-07-30 11:14:41.678,карта,ANON-0000-0000-0427,27.92,Американо с молоком
2026-07-30,2026-07-30 11:16:01.630,карта,ANON-0000-0000-0428,27.92,Американо с молоком
2026-07-30,2026-07-30 11:30:34.737,карта,ANON-0000-0000-0429,27.92,Американо с молоком
2026-07-30,2026-07-30 11:31:40.809,карта,ANON-0000-0000-0430,27.92,Американо с молоком
2026-07-30,2026-07-30 12:08:07.508,карта,ANON-0000-0000-0431,32.82,Латте
2026-07-30,2026-07-30 15:16:09.628,карта,ANON-0000-0000-0432,27.92,Американо с молоком
2026-07-30,2026-07-30 16:08:52.876,карта,ANON-0000-0000-0433,23.02,Кортадо
2026-07-30,2026-07-30 16:09:43.627,карта,ANON-0000-0000-0433,27.92,Американо с молоком
2026-07-30,2026-07-30 20:24:19.874,карта,ANON-0000-0000-0434,18.12,Эспрессо
2026-07-30,2026-07-30 20:53:51.866,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-07-30,2026-07-30 20:54:46.316,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-07-30,2026-07-30 20:57:02.324,карта,ANON-0000-0000-0347,27.92,Американо с молоком
2026-07-30,2026-07-30 21:33:19.198,карта,ANON-0000-0000-0435,32.82,Латте
2026-07-30,2026-07-30 22:15:21.484,карта,ANON-0000-0000-0436,23.02,Американо
2026-07-30,2026-07-30 22:16:19.260,карта,ANON-0000-0000-0436,32.82,Капучино
2026-07-31,2026-07-31 07:59:52.098,карта,ANON-0000-0000-0423,27.92,Американо с молоком
2026-07-31,2026-07-31 08:37:41.943,карта,ANON-0000-0000-0437,27.92,Американо с молоком
2026-07-31,2026-07-31 08:38:38.236,карта,ANON-0000-0000-0437,27.92,Американо с молоком
2026-07-31,2026-07-31 09:54:45.315,карта,ANON-0000-0000-0388,23.02,Американо
2026-07-31,2026-07-31 09:55:45.142,карта,ANON-0000-0000-0388,23.02,Американо
2026-07-31,2026-07-31 09:58:15.863,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-07-31,2026-07-31 13:11:42.609,карта,ANON-0000-0000-0384,32.82,Какао
2026-07-31,2026-07-31 13:14:00.286,карта,ANON-0000-0000-0384,32.82,Латте
2026-07-31,2026-07-31 13:24:49.437,карта,ANON-0000-0000-0438,27.92,Американо с молоком
2026-07-31,2026-07-31 17:48:06.787,карта,ANON-0000-0000-0439,23.02,Кортадо
2026-07-31,2026-07-31 18:04:14.972,карта,ANON-0000-0000-0440,32.82,Латте
2026-07-31,2026-07-31 19:22:38.883,карта,ANON-0000-0000-0441,23.02,Кортадо
2026-07-31,2026-07-31 19:28:45.141,карта,ANON-0000-0000-0009,32.82,Латте
2026-07-31,2026-07-31 20:46:42.418,карта,ANON-0000-0000-0442,32.82,Какао
2026-07-31,2026-07-31 20:50:07.411,карта,ANON-0000-0000-0443,23.02,Кортадо
2026-07-31,2026-07-31 20:51:10.383,карта,ANON-0000-0000-0443,32.82,Латте
2026-07-31,2026-07-31 20:52:14.802,карта,ANON-0000-0000-0153,32.82,Капучино
2026-07-31,2026-07-31 20:53:35.077,карта,ANON-0000-0000-0443,23.02,Кортадо
2026-07-31,2026-07-31 20:59:25.013,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-07-31,2026-07-31 21:26:26.000,карта,ANON-0000-0000-0444,32.82,Латте
2026-07-31,2026-07-31 21:54:11.824,карта,ANON-0000-0000-0445,32.82,Латте
2026-07-31,2026-07-31 21:55:16.570,карта,ANON-0000-0000-0446,32.82,Латте
2026-08-01,2026-08-01 07:31:00.085,карта,ANON-0000-0000-0423,27.92,Американо с молоком
2026-08-01,2026-08-01 09:25:20.060,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-08-01,2026-08-01 11:04:14.067,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-08-01,2026-08-01 11:22:46.369,карта,ANON-0000-0000-0447,27.92,Американо с молоком
2026-08-01,2026-08-01 13:22:46.601,карта,ANON-0000-0000-0448,23.02,Кортадо
2026-08-01,2026-08-01 13:23:37.314,карта,ANON-0000-0000-0448,32.82,Капучино
2026-08-01,2026-08-01 13:49:07.265,карта,ANON-0000-0000-0449,32.82,Капучино
2026-08-01,2026-08-01 15:43:43.820,карта,ANON-0000-0000-0423,27.92,Американо с молоком
2026-08-01,2026-08-01 16:24:00.663,карта,ANON-0000-0000-0450,27.92,Американо с молоком
2026-08-01,2026-08-01 16:26:07.331,карта,ANON-0000-0000-0450,23.02,Американо
2026-08-01,2026-08-01 17:23:35.238,карта,ANON-0000-0000-0451,23.02,Американо
2026-08-01,2026-08-01 20:41:28.118,карта,ANON-0000-0000-0452,32.82,Капучино
2026-08-02,2026-08-02 09:01:54.165,карта,ANON-0000-0000-0453,27.92,Американо с молоком
2026-08-02,2026-08-02 09:35:02.899,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-08-02,2026-08-02 11:09:19.465,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-08-02,2026-08-02 18:08:35.282,карта,ANON-0000-0000-0454,27.92,Американо с молоком
2026-08-02,2026-08-02 21:23:04.359,карта,ANON-0000-0000-0009,32.82,Латте
2026-08-03,2026-08-03 08:53:46.651,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-08-03,2026-08-03 09:37:19.213,карта,ANON-0000-0000-0401,27.92,Американо с молоком
2026-08-03,2026-08-03 09:38:41.010,карта,ANON-0000-0000-0401,27.92,Американо с молоком
2026-08-03,2026-08-03 10:12:25.650,карта,ANON-0000-0000-0304,27.92,Американо с молоком
2026-08-03,2026-08-03 11:20:26.571,карта,ANON-0000-0000-0455,23.02,Кортадо
2026-08-03,2026-08-03 11:21:22.000,карта,ANON-0000-0000-0455,23.02,Кортадо
2026-08-03,2026-08-03 11:56:36.628,карта,ANON-0000-0000-0040,18.12,Эспрессо
2026-08-03,2026-08-03 11:57:31.273,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-08-03,2026-08-03 12:03:35.777,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-08-03,2026-08-03 16:53:59.927,карта,ANON-0000-0000-0322,27.92,Американо с молоком
2026-08-03,2026-08-03 18:38:42.026,карта,ANON-0000-0000-0456,32.82,Капучино
2026-08-03,2026-08-03 21:30:48.958,карта,ANON-0000-0000-0457,32.82,Латте
2026-08-03,2026-08-03 21:33:06.265,карта,ANON-0000-0000-0457,32.82,Латте
2026-08-04,2026-08-04 08:18:37.314,карта,ANON-0000-0000-0458,32.82,Капучино
2026-08-04,2026-08-04 10:37:51.103,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-08-04,2026-08-04 11:50:54.603,карта,ANON-0000-0000-0258,32.82,Капучино
2026-08-04,2026-08-04 11:52:33.017,карта,ANON-0000-0000-0258,27.92,Американо с молоком
2026-08-04,2026-08-04 15:33:52.137,карта,ANON-0000-0000-0268,32.82,Капучино
2026-08-04,2026-08-04 15:35:05.906,карта,ANON-0000-0000-0268,32.82,Капучино
2026-08-05,2026-08-05 08:50:05.753,карта,ANON-0000-0000-0459,23.02,Кортадо
2026-08-05,2026-08-05 09:19:19.176,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-08-05,2026-08-05 11:20:47.444,карта,ANON-0000-0000-0375,23.02,Кортадо
2026-08-05,2026-08-05 13:45:22.454,карта,ANON-0000-0000-0460,32.82,Капучино
2026-08-05,2026-08-05 16:05:57.738,карта,ANON-0000-0000-0461,32.82,Латте
2026-08-05,2026-08-05 16:07:18.837,карта,ANON-0000-0000-0461,32.82,Латте
2026-08-05,2026-08-05 17:44:24.506,карта,ANON-0000-0000-0462,32.82,Латте
2026-08-05,2026-08-05 17:45:32.117,карта,ANON-0000-0000-0462,27.92,Американо с молоком
2026-08-05,2026-08-05 19:20:02.677,карта,ANON-0000-0000-0019,32.82,Латте
2026-08-05,2026-08-05 19:34:51.484,карта,ANON-0000-0000-0009,32.82,Латте
2026-08-05,2026-08-05 20:49:30.945,карта,ANON-0000-0000-0463,32.82,Какао
2026-08-05,2026-08-05 20:50:21.919,карта,ANON-0000-0000-0463,32.82,Какао
2026-08-05,2026-08-05 22:43:48.193,карта,ANON-0000-0000-0464,27.92,Американо с молоком
2026-08-06,2026-08-06 10:21:03.320,карта,ANON-0000-0000-0375,23.02,Кортадо
2026-08-06,2026-08-06 10:32:32.335,карта,ANON-0000-0000-0465,32.82,Горячий шоколад
2026-08-06,2026-08-06 17:40:49.201,карта,ANON-0000-0000-0466,32.82,Капучино
2026-08-06,2026-08-06 17:42:52.700,карта,ANON-0000-0000-0466,32.82,Латте
2026-08-06,2026-08-06 17:44:05.067,карта,ANON-0000-0000-0466,32.82,Какао
2026-08-06,2026-08-06 19:04:04.544,карта,ANON-0000-0000-0019,32.82,Латте
2026-08-06,2026-08-06 19:05:23.110,карта,ANON-0000-0000-0467,27.92,Американо с молоком
